lumberjack lumberman timberman
bridget brigid
skullduggery hocus-pocus jiggery-pokery skulduggery
platyhelminth flatworm
methaqualone quaalude
disgraced dishonored
phalangida opiliones
antifungal antimycotic
cup-shaped cupular cupulate
sorrowing bereaved grief-stricken grieving
mendeleyev mendeleev
magical sorcerous witching wizardly
englut engorge gormandise gormandize gourmandize ingurgitate overeat overgorge overindulge
predicted foreseen foretold
hellenistic hellenistical
meteoritic meteoritical
dacron terylene
festal festive
handshaking handclasp handshake
amebic ameban amebous amoeban amoebic amoebous
swamphen gallinule
crenellated crenelated
auntie aunt aunty
laud extol
galax beetleweed
admonishing reproachful reproving
cracksman safebreaker safecracker
cession ceding
rhythmical rhythmic
indigenous autochthonal autochthonic
oaf klutz lout lummox
pithiness conciseness succinctness
attitudinise attitudinize
fogey dotard fogy
barytes barite
diethylmalonylurea barbital barbitone veronal
congratulations kudos
uncharted chartless unmapped
frangipani frangipanni
marlinspike marlinespike marlingspike
liter litre
thou chiliad
ribbonlike ribbony
lovastatin mevacor
dermatological dermatologic
avoidable evitable
leechee lichi litchee lychee
sullenness moroseness
exercising workout
planimeter integrator
nighest nearest
glittery aglitter fulgid glinting glistering glittering scintillant
monarchal monarchical
knobbed gnarled gnarly
nonmilitary unmilitary
snuff-brown chukker-brown mummy-brown
cannibalise cannibalize
obi obeah
unmerciful merciless
neoencephalon neencephalon
dysprosium dy
acth adrenocorticotrophin adrenocorticotropin corticotrophin corticotropin
smeared smirched smudged smudgy
tholepin oarlock rowlock thole
storekeeper shopkeeper tradesman
preponderate outbalance
hardwareman ironmonger
longshoreman dock-walloper docker dockhand loader lumper stevedore
viscosity viscousness
misbehaviour misbehavior misdeed
acupuncture stylostixis
accomplice accessary
good-king-henry allgood
vaccinated immunized
endothermic endothermal heat-absorbing
ambience ambiance
millipede millepede milliped
proceeds takings
sulfonamide sulfa sulpha
laws pentateuch torah
psilopsida psilotatae
unfrock defrock
tannia malanga spoonflower yautia
preeminently pre-eminently
bountifully bounteously plenteously plentifully
seminarist seminarian
megrim hemicrania migraine
oct october
swilling guzzling
messenger courier
standoffishness withdrawnness
olfactory olfactive
militance combativeness militancy
lithe lissom lissome lithesome sylphlike
flavourous flavorful flavorous flavorsome flavourful flavoursome sapid saporous
brontosaurus apatosaur apatosaurus brontosaur
inconsolable unconsolable
anaglyptical anaglyphic anaglyphical anaglyptic
karakoram mustagh
founding instauration
batrachia anura salientia
imaginary imagined
represented delineated
undependability undependableness unreliability unreliableness
dyad distich doubleton duad twain
thirty xxx
vaunter blowhard boaster line-shooter
excruciating agonizing harrowing torturesome torturous
brusk brusque
percomorphi perciformes
impartation imparting
dreaded direful fearsome horrendous
impinge encroach
militancy combativeness militance
spaceflight spacefaring
accompanyist accompanist
skiagram radiograph shadowgraph skiagraph
harrowing agonizing excruciating torturesome torturous
simperingly pusillanimously
umlaut diaeresis dieresis
hypermetropy farsightedness hypermetropia hyperopia longsightedness
ethene ethylene
walky-talky walkie-talkie
wastebin ashbin ashcan dustbin
mailman postman
cliquish snobbish snobby
well-to-do well-fixed well-heeled well-situated
individualization individuation
atomizer atomiser
moujik mujik muzhik muzjik
obligingly accommodatingly
anastomosis inosculation
inefficaciousness inefficacy
phonologic phonological
schmalz schmaltz
grandnephew great-nephew
undismayed unshaken
ubiquitousness omnipresence ubiquity
gastropoda gasteropoda
midday noon noonday noontide
cydippidea cydippea cydippida
damoiselle damosel damozel damsel
aneurysmal aneurismal aneurismatic aneurysmatic
warden warder
warder warden
prussia preussen
agranulosis agranulocytosis granulocytopenia
vulgarisation coarsening popularisation vulgarization
oft frequently oftentimes ofttimes
plethoric overabundant
bewhiskered barbate whiskered whiskery
phyllostomidae phyllostomatidae
falcate sickle-shaped
stainless untainted untarnished
osteopath osteopathist
thug hoodlum
unparalleled unequaled unequalled
stomachache gastralgia
a-okay a-ok
plagioclase oligoclase
lingeringly protractedly
citellus spermophilus
ophiolatry serpent-worship
sombrely somberly
immunological immunologic
patsy chump schlemiel shlemiel
sloshed besotted blotto crocked fuddled slopped sozzled squiffy tiddley tiddly tipsy
tutorship tutoring
boisterously rollickingly
forgivably excusably pardonably
yarmelke yarmulka yarmulke
whitey honky
nonarbitrary unarbitrary
offended pained
stegosaur stegosaurus
attitudinize attitudinise
subsidisation subsidization
waistcloth cincture waistband
uncurtained curtainless
unspotted unsoiled
year-around year-round
offender wrongdoer
certainly surely
praha prag prague
bouyei buyi
undefended assailable undefendable
salable saleable
nitrocellulose nitrocotton
myxobacteriaceae polyangiaceae
lachrymose dolorous dolourous
criminalism criminality criminalness
myofibrilla myofibril sarcostyle
sphaerocarpos sphaerocarpus
inculpatory inculpative
variational variedness
nonrepresentative unsymbolic
hutzpa chutzpah
cannibalize cannibalise
devitalisation devitalization
kidnaped abducted kidnapped
culpableness blameworthiness culpability
breastwork parapet
rancor rancour resentment
cadenced cadent
electrocardiogram cardiogram ecg ekg
life-size full-size life-sized
defendant accused
bluebill scaup
mycostatin nystatin
obnoxiously objectionably
kidnaper kidnapper
wienerwurst frankfurter weenie wiener
superabundance overmuchness
consanguineous blood-related consanguine
knobbly knobby
notorious ill-famed infamous
thwartwise transversal transverse
skua bonxie
intangibility impalpability intangibleness
abloom efflorescent
eimeria coccidium
nullified invalidated
abampere abamp
well-lighted illuminated
legalization legalisation
criminality criminalism criminalness
imprecisely inexactly
bluntly bluffly brusquely
bride-to-be fiancee
exogenetic exogenic
predictor forecaster prognosticator soothsayer
unambiguity unequivocalness
vertebrata craniata
nemertea nemertina
bacteriemia bacteremia bacteriaemia
inescapable ineluctable unavoidable
herder drover herdsman
opencast opencut
brusqueness curtness
phrenetic frenetic
ruthfulness mournfulness
sissified cissy sissyish
eringo eryngo
constructive-metabolic energy-storing
anagogical anagogic
pitilessness ruthlessness
teletypewriter teleprinter
greylag graylag
characterization word-painting
inescapably ineluctably unavoidably
moldavia moldova
toddler bambino
associableness associability
zestily zestfully
self-examination introspection self-contemplation
exploitatory exploitative exploitive
urinate micturate pee-pee wee-wee
ola olla
heliolatry sun-worship
matoaka pocahontas
voodooism hoodooism vodoun
african-american afro-american
boniness emaciation gauntness
finalisation finalization
stroppy bolshy
coquettish flirtatious
splintering chipping
tepee teepee tipi
leniently laxly
intersectant decussate intersecting
alto-rilievo alto-relievo
unquenchable quenchless
gearshift gearstick
beantown boston
racking wrenching
plowing ploughing
moldering decomposing mouldering
gnetophyta gnetophytina gnetopsida
repositing storing warehousing
rock-steady steady-going
inadvertently unknowingly unwittingly
supplying providing
yogistic yogic
infarction infarct
proximo prox
malaysia malaya
zoftig chubby zaftig
sottishly doltishly
pantywaist milksop milquetoast
nonachievement nonaccomplishment
spontaneousness spontaneity
springbuck springbok
pyridoxamine adermin pyridoxal pyridoxine
pedunculate stalked
birchen birken
asymptomatic symptomless
manifestly evidently obviously patently
particoloured culticolour multicolor multicolored multicoloured particolored piebald pied
slask schlesien slezsko
agronomic agronomical
litre liter
ropedancer ropewalker
frailness debility infirmity
propionaldehyde propanal
tree-worship arborolatry
clifflike cliffy
coccidium eimeria
apportionable allocable allocatable
gunny burlap
bone-lazy bone-idle
catapres clonidine
bracted bracteate
predominance predomination
totalisator totalizator
gynecologist gynaecologist
maconnais macon
babu baboo
picayune fiddling footling niggling piddling piffling
stinker lowlife rotter so-and-so
motmot momot
thallium tl
sphaerocarpus sphaerocarpos
pergola arbour
slaty slatey
monition admonishment
flat-hat hedgehop
quavering tremulous
thick-skulled blockheaded boneheaded fatheaded loggerheaded thickheaded wooden-headed
unsated unsatiated
succinctness conciseness pithiness
orudis ketoprofen oruvail
coitus coition copulation
criminalize illegalize
shamefacedness sheepishness
lodine etodolac
haemolysis haematolysis hematolysis hemolysis
disconsolateness despondence despondency heartsickness
abstractedly absently absentmindedly inattentively
milker milcher
lynchpin linchpin
supermolecule macromolecule
nontelescoping nontelescopic
reborn born-again converted
alated alate
bibliopolist bibliopole
chin-wag causerie chin-wagging gab gabfest
pug-dog pug
deprived disadvantaged
opv topv
endometritis metritis
camelopard giraffe
chariness wariness
jacobinic jacobinical
turacou touraco turaco turakoo
gruesome grisly macabre
isopleth isarithm isogram
snow-clad snow-covered
estuarial estuarine
unchecked unbridled uncurbed
radiotelegraph radiotelegraphy
sauce-alone jack-by-the-hedge
basuto sesotho
pooh-bah high-muck-a-muck
acidophile acidophil
extemporization extemporisation
tolltaker tollgatherer tollkeeper tollman
cabala cabbala cabbalah kabala kabbala kabbalah
buggery sodomy
lipide lipid lipoid
effeminacy effeminateness sissiness unmanliness womanishness
cartouch cartouche
purposelessness aimlessness
apolitical unpolitical
acetphenetidin acetophenetidin phenacetin
vitriolically caustically
tunefully melodiously
brittlebush incienso
hypercarbia hypercapnia
harassed harried pestered
methenamine mandelamine
metaphoric metaphorical
devotee afficionado
bondage thraldom thralldom
obligato obbligato
propoxyphene darvon
tonicity tonus
ukulele uke
abjure forswear recant
inculpability blamelessness guiltlessness inculpableness
pettishness snappishness surliness
heliotrope bloodstone
preachify moralise moralize sermonize
reproductive procreative
forgather foregather
whydah whidah
unequalized unequalised
vapor vapour
nonabsorptive nonabsorbent
gastric stomachal stomachic
introspection self-contemplation self-examination
esthetician aesthetician
allopurinol zyloprim
skinflint grabber niggard scrooge
immutably unalterably unassailably unchangeably
impermanence impermanency
breastfeed lactate wet-nurse
clinocephaly clinocephalism
phyllidae phillidae
teensy-weensy bittie bitty teensy teentsy teeny weensy weeny
learnedly eruditely
teemingness pullulation
valiance heroism valiancy valor valorousness valour valourousness
granger farmer husbandman sodbuster
unergetic lethargic
artifice ruse
impermanency impermanence
unsimilarity dissimilarity
duty-bound obliged
blini bliny
oto otoe
jingling jingly
spicule spiculum
valiancy heroism valiance valor valorousness valour valourousness
poulet volaille
cauterisation cauterization
prate prattle
paleontology fossilology palaeontology
bliny blini
baht tical
automate automatize
seven vii
incessantness ceaselessness continuousness incessancy
hospitalization hospitalisation
alchemical alchemic
campanulate campanular campanulated
pomelo shaddock
sillabub syllabub
buying purchasing
baic bai
impalpability intangibility intangibleness
kalapooia calapooya calapuya kalapuya
unsuited ill-sorted mismated
neighborly neighbourly
berate chide
booties bootee bootees bootie
genitals genitalia privates
haematological hematologic hematological
footling fiddling niggling picayune piddling piffling
thumbtack pushpin
aloha ciao
blockheaded boneheaded fatheaded loggerheaded thick-skulled thickheaded wooden-headed
disparaging derogative derogatory
irruptive plutonic
footslogger infantryman
nylghai nilgai nylghau
sulfuric sulphuric
feasibleness feasibility
evaluative appraising
condemnable reprehensible
indefiniteness indefinity indeterminancy indeterminateness indetermination
nylghau nilgai nylghai
astutely sagaciously sapiently shrewdly
slatternliness sluttishness
mobster gangster
disheveled dishevelled frowzled tousled
accessary accomplice
entrails innards viscera
thought-reader telepathist
awning sunblind
castanets bones clappers maraca
slag scoria
nightwear nightclothes
meerkat mierkat
wordily long-windedly verbosely windily
dazedly torpidly
diarrhoea diarrhea
cattish bitchy
eavesdropper snooper
gerfalcon gyrfalcon
calendrical calendric
